JobID|State|ExitCode|Elapsed|MaxRSS|AllocCPUS
50497569_17.batch|COMPLETED|0:0|00:06:08|4402744K|1
50497569_17.extern|COMPLETED|0:0|00:06:08||1
50497569_18|COMPLETED|0:0|00:06:09||1
50497569_18.batch|COMPLETED|0:0|00:06:09|4404588K|1
50497569_18.extern|COMPLETED|0:0|00:06:09||1
50497569_19|COMPLETED|0:0|00:00:07||1
50497569_19.batch|COMPLETED|0:0|00:00:07|2104K|1
50497569_19.extern|COMPLETED|0:0|00:00:07||1
50497569_20|COMPLETED|0:0|00:00:09||1
50497569_20.batch|COMPLETED|0:0|00:00:09|2080K|1
50497569_20.extern|COMPLETED|0:0|00:00:09||1
50497569_21|COMPLETED|0:0|00:00:07||1
50497569_21.batch|COMPLETED|0:0|00:00:07|2060K|1
50497569_21.extern|COMPLETED|0:0|00:00:07||1
50497569_22|COMPLETED|0:0|00:00:08||1
50497569_22.batch|COMPLETED|0:0|00:00:08|2064K|1
50497569_22.extern|COMPLETED|0:0|00:00:08||1
50497569_23|COMPLETED|0:0|00:00:10||1
50497569_23.batch|COMPLETED|0:0|00:00:10|2096K|1
50497569_23.extern|COMPLETED|0:0|00:00:10||1
